order_id	order_date	product_id	category	sales
CA-2019-148873	2022-10-01	OFF-BI-10003196	Office Supplies	2.992
CA-2019-148873	2022-10-01	TEC-AC-10003657	Technology	108.768
CA-2019-166492	2022-04-07	OFF-ST-10002214	Office Supplies	22.58
CA-2020-117121	2023-12-17	OFF-BI-10000545	Office Supplies	9892.74
CA-2018-138177	2021-09-19	FUR-TA-10004607	Furniture	73.915
CA-2018-114335	2021-09-28	FUR-FU-10000277	Furniture	337.088
CA-2019-168760	2022-09-22	OFF-AP-10004532	Office Supplies	61.44
CA-2020-168830	2023-11-07	TEC-AC-10003911	Technology	479.97
CA-2018-124513	2021-09-21	OFF-AR-10002956	Office Supplies	66.03
CA-2019-165554	2022-05-18	OFF-PA-10003724	Office Supplies	10.86
CA-2018-141838	2021-03-26	OFF-BI-10003291	Office Supplies	27.936
CA-2018-141838	2021-03-26	TEC-PH-10004100	Technology	28.784
CA-2019-128993	2022-09-12	TEC-AC-10004209	Technology	21.98
CA-2019-160227	2022-11-02	FUR-CH-10002073	Furniture	2621.32
CA-2019-149097	2022-10-20	FUR-FU-10003424	Furniture	74.76
CA-2019-149097	2022-10-20	FUR-TA-10001086	Furniture	364.776
CA-2020-132304	2023-06-14	FUR-TA-10004619	Furniture	1115.17
CA-2019-136420	2022-11-20	OFF-BI-10002854	Office Supplies	89.696
CA-2019-136420	2022-11-20	OFF-LA-10002762	Office Supplies	50.12
CA-2020-101623	2023-02-28	OFF-FA-10003495	Office Supplies	36.48
US-2018-151015	2021-10-14	OFF-PA-10002581	Office Supplies	322.192
US-2018-151015	2021-10-14	OFF-BI-10000343	Office Supplies	2.946
US-2018-151015	2021-10-14	OFF-PA-10001184	Office Supplies	19.136
CA-2020-150077	2023-02-04	TEC-PH-10002890	Technology	90.48
CA-2019-109470	2022-12-31	OFF-BI-10003707	Office Supplies	76.3
CA-2020-142524	2023-09-04	OFF-EN-10003286	Office Supplies	16.56
CA-2020-106278	2023-09-02	FUR-CH-10003061	Furniture	215.976
CA-2020-106278	2023-09-02	OFF-EN-10003567	Office Supplies	65.94
CA-2019-136105	2022-06-12	OFF-ST-10002444	Office Supplies	24.56
CA-2020-142524	2023-09-04	TEC-AC-10000109	Technology	279.95
CA-2018-136336	2021-04-21	OFF-ST-10002574	Office Supplies	828.84
US-2019-136259	2022-11-05	OFF-BI-10000773	Office Supplies	7.218
US-2019-136259	2022-11-05	OFF-SU-10004661	Office Supplies	27.2
US-2018-124625	2021-11-03	TEC-AC-10003280	Technology	89.97
CA-2020-108105	2023-02-16	FUR-FU-10003773	Furniture	318.08
CA-2020-108105	2023-02-16	OFF-BI-10002412	Office Supplies	5.8
CA-2020-126102	2023-09-10	OFF-BI-10004318	Office Supplies	276.784
CA-2020-143406	2023-09-26	OFF-AP-10001564	Office Supplies	93.032
CA-2019-150308	2022-12-15	TEC-PH-10001433	Technology	246.168
CA-2019-162950	2022-06-28	OFF-PA-10003177	Office Supplies	15.552
CA-2019-162950	2022-06-28	FUR-BO-10001918	Furniture	482.94
US-2019-132836	2022-06-01	TEC-PH-10001299	Technology	299.98
US-2019-132836	2022-06-01	OFF-BI-10004224	Office Supplies	403.68
US-2019-132836	2022-06-01	TEC-PH-10001300	Technology	41.9
US-2019-132836	2022-06-01	OFF-LA-10004178	Office Supplies	28.91
US-2018-158365	2021-04-12	OFF-PA-10000289	Office Supplies	32.4
CA-2019-163181	2022-11-07	OFF-AR-10001683	Office Supplies	23.64
CA-2019-163181	2022-11-07	OFF-ST-10001713	Office Supplies	84.784
CA-2019-163181	2022-11-07	FUR-FU-10000193	Furniture	64.96
CA-2019-163181	2022-11-07	OFF-BI-10000474	Office Supplies	32.06
US-2018-148838	2021-03-17	OFF-PA-10002960	Office Supplies	34.86
CA-2018-150518	2021-11-19	TEC-PH-10002103	Technology	281.97
CA-2020-107104	2023-11-26	OFF-AR-10004269	Office Supplies	37.17
CA-2019-163181	2022-11-07	OFF-ST-10000129	Office Supplies	177.648
CA-2018-104563	2021-03-07	FUR-CH-10002780	Furniture	436.704
CA-2018-104563	2021-03-07	FUR-CH-10004495	Furniture	481.568
CA-2018-150518	2021-11-19	OFF-ST-10000877	Office Supplies	221.16
CA-2020-107104	2023-11-26	FUR-BO-10002213	Furniture	3406.66
CA-2020-107104	2023-11-26	OFF-AP-10000055	Office Supplies	64.96
CA-2020-107104	2023-11-26	FUR-FU-10002937	Furniture	595.38
CA-2021-161893	2024-01-23	TEC-AC-10001874	Technology	95.984
CA-2021-161893	2024-01-23	OFF-BI-10004506	Office Supplies	4.938
CA-2018-156160	2021-09-22	FUR-FU-10001876	Furniture	97.44
CA-2018-156160	2021-09-22	OFF-BI-10003355	Office Supplies	3.984
CA-2018-156160	2021-09-22	OFF-AR-10003876	Office Supplies	13.04
CA-2018-156160	2021-09-22	FUR-CH-10004983	Furniture	579.528
CA-2018-100860	2021-03-26	OFF-LA-10001982	Office Supplies	18.75
CA-2020-160717	2023-06-06	TEC-PH-10001459	Technology	3023.93
CA-2020-160717	2023-06-06	TEC-AC-10002134	Technology	26.96
CA-2020-160717	2023-06-06	TEC-PH-10001760	Technology	477.6
US-2019-120957	2022-12-07	OFF-PA-10003953	Office Supplies	12.96
CA-2020-126270	2023-04-23	OFF-BI-10002764	Office Supplies	18.088
CA-2020-126270	2023-04-23	OFF-EN-10004386	Office Supplies	71.97
CA-2019-133396	2022-08-13	OFF-AR-10001446	Office Supplies	64.68
CA-2020-114867	2023-12-23	OFF-PA-10000477	Office Supplies	7.968
CA-2020-114867	2023-12-23	TEC-PH-10002645	Technology	1499.97
CA-2020-144785	2023-04-18	OFF-AR-10001573	Office Supplies	6.99
CA-2019-130113	2022-12-27	TEC-PH-10003505	Technology	668.16
US-2018-164644	2021-07-22	OFF-ST-10003123	Office Supplies	26.632
CA-2020-137393	2023-05-06	FUR-FU-10001617	Furniture	41.6
US-2018-120175	2021-11-28	OFF-EN-10003862	Office Supplies	64.02
CA-2020-144785	2023-04-18	OFF-SU-10004290	Office Supplies	6.84
CA-2019-130113	2022-12-27	OFF-ST-10000046	Office Supplies	323.1
CA-2021-118668	2024-01-02	TEC-AC-10000682	Technology	16.59
CA-2019-130183	2022-11-13	FUR-BO-10001811	Furniture	613.999
CA-2019-107902	2022-08-28	OFF-ST-10001837	Office Supplies	470.36
US-2020-151827	2023-03-31	TEC-PH-10002789	Technology	280.782
US-2021-120649	2024-01-20	OFF-AR-10001545	Office Supplies	3.52
US-2020-151260	2023-12-11	OFF-AP-10002892	Office Supplies	73.536
CA-2018-144281	2021-06-10	OFF-LA-10003930	Office Supplies	491.55
CA-2020-122511	2023-03-11	FUR-FU-10001037	Furniture	30.336
CA-2020-105291	2023-10-30	OFF-FA-10003059	Office Supplies	3.62
CA-2019-109470	2022-12-31	OFF-BI-10004492	Office Supplies	94.74
CA-2019-105102	2022-09-15	OFF-PA-10002365	Office Supplies	12.96
CA-2019-117828	2022-12-23	OFF-AP-10001563	Office Supplies	194.32
CA-2019-109470	2022-12-31	OFF-BI-10001072	Office Supplies	60.64
CA-2019-109470	2022-12-31	OFF-BI-10000977	Office Supplies	364.8
CA-2019-105102	2022-09-15	OFF-BI-10002082	Office Supplies	79.872
CA-2019-105102	2022-09-15	FUR-BO-10004709	Furniture	46.384
US-2019-147739	2022-12-25	FUR-FU-10001468	Furniture	547.136
CA-2020-155187	2023-09-24	OFF-ST-10000642	Office Supplies	41.96
CA-2020-155187	2023-09-24	OFF-PA-10000380	Office Supplies	41.7
CA-2018-140886	2021-09-30	OFF-AP-10000696	Office Supplies	69.216
CA-2019-145065	2022-12-12	OFF-FA-10001229	Office Supplies	7.86
US-2019-127040	2022-12-06	OFF-PA-10004255	Office Supplies	6.48
US-2019-127040	2022-12-06	OFF-PA-10001184	Office Supplies	41.86
CA-2018-110639	2021-08-23	OFF-PA-10003936	Office Supplies	25.92
CA-2018-110639	2021-08-23	OFF-PA-10004530	Office Supplies	45.92
CA-2018-121727	2021-08-19	OFF-AR-10004930	Office Supplies	10.72
CA-2020-137736	2023-11-10	OFF-AR-10004999	Office Supplies	41.86
US-2018-143231	2021-12-31	FUR-FU-10002501	Furniture	63.2
US-2018-143231	2021-12-31	TEC-AC-10000358	Technology	113.97
US-2018-155894	2021-07-26	OFF-ST-10004804	Office Supplies	123.552
CA-2020-119025	2023-02-22	OFF-AP-10001205	Office Supplies	490.32
CA-2020-159373	2023-03-13	OFF-PA-10000659	Office Supplies	70.08
CA-2020-159373	2023-03-13	OFF-BI-10004141	Office Supplies	1.272
CA-2020-159373	2023-03-13	FUR-TA-10004619	Furniture	557.585
CA-2020-118052	2023-05-06	OFF-FA-10004248	Office Supplies	7.216
CA-2020-118052	2023-05-06	FUR-FU-10004848	Furniture	54.712
CA-2019-111514	2022-08-31	FUR-BO-10002545	Furniture	1552.83
CA-2019-111514	2022-08-31	OFF-BI-10002735	Office Supplies	137.24
CA-2019-111514	2022-08-31	TEC-AC-10004864	Technology	36.51
CA-2019-111514	2022-08-31	TEC-MA-10000597	Technology	239.976
US-2018-148838	2021-03-17	FUR-TA-10003473	Furniture	1579.75
US-2018-148838	2021-03-17	FUR-TA-10001950	Furniture	1071.58
US-2018-148838	2021-03-17	FUR-TA-10004175	Furniture	613.908
US-2020-108637	2023-03-13	FUR-FU-10004864	Furniture	127.88
US-2020-108637	2023-03-13	OFF-AP-10004540	Office Supplies	160.32
US-2020-108637	2023-03-13	OFF-BI-10004965	Office Supplies	46
CA-2018-102295	2021-11-24	FUR-CH-10001714	Furniture	120.712
CA-2021-123659	2024-02-10	OFF-PA-10002464	Office Supplies	23.12
US-2020-129469	2023-09-23	FUR-FU-10002298	Furniture	532.704
US-2020-129469	2023-09-23	OFF-AR-10000315	Office Supplies	4.912
CA-2020-159940	2023-07-07	FUR-FU-10004973	Furniture	60.288
CA-2020-159940	2023-07-07	OFF-FA-10000936	Office Supplies	2.632
CA-2020-159940	2023-07-07	OFF-PA-10001609	Office Supplies	23.688
CA-2020-159940	2023-07-07	FUR-CH-10000785	Furniture	253.372
CA-2021-119669	2024-01-24	OFF-FA-10000053	Office Supplies	5.67
US-2018-164616	2021-08-19	OFF-BI-10001718	Office Supplies	76.776
US-2018-164616	2021-08-19	OFF-SU-10004768	Office Supplies	9.184
CA-2019-148628	2022-12-06	OFF-PA-10003883	Office Supplies	32.75
CA-2019-145065	2022-12-12	OFF-BI-10002437	Office Supplies	24.448
US-2019-127040	2022-12-06	TEC-AC-10002637	Technology	1619.91
US-2019-127040	2022-12-06	FUR-FU-10002878	Furniture	113.92
CA-2020-128111	2023-03-17	OFF-AR-10000588	Office Supplies	39.68
CA-2019-137897	2022-11-14	TEC-AC-10002217	Technology	37.6
CA-2020-138037	2023-09-29	OFF-BI-10002982	Office Supplies	27.24
CA-2018-150490	2021-08-05	TEC-AC-10004510	Technology	16.36
CA-2018-150490	2021-08-05	OFF-ST-10000321	Office Supplies	15.78
CA-2018-150490	2021-08-05	OFF-AR-10004602	Office Supplies	45.98
CA-2020-122017	2023-12-29	FUR-FU-10000672	Furniture	70.56
CA-2020-122017	2023-12-29	OFF-AP-10001293	Office Supplies	81.96
CA-2018-123477	2021-01-18	OFF-AP-10000692	Office Supplies	64.864
CA-2020-107790	2023-11-20	TEC-PH-10004539	Technology	151.192
CA-2019-118738	2022-10-24	OFF-PA-10003177	Office Supplies	15.552
CA-2019-118738	2022-10-24	FUR-TA-10002607	Furniture	347.361
CA-2019-118738	2022-10-24	OFF-PA-10001166	Office Supplies	10.368
CA-2018-125542	2021-12-05	OFF-EN-10000056	Office Supplies	348.488
CA-2018-125542	2021-12-05	OFF-ST-10001469	Office Supplies	172.736
CA-2020-136021	2023-08-14	OFF-PA-10000551	Office Supplies	15.54
CA-2020-136021	2023-08-14	TEC-MA-10000423	Technology	105.552
CA-2020-149195	2023-09-05	OFF-PA-10001870	Office Supplies	25.92
CA-2020-149195	2023-09-05	OFF-FA-10001843	Office Supplies	15.808
CA-2020-149195	2023-09-05	OFF-PA-10002036	Office Supplies	10.368
CA-2021-152786	2024-03-12	OFF-BI-10000829	Office Supplies	40.41
CA-2019-110877	2022-10-23	OFF-PA-10004621	Office Supplies	36.288
CA-2019-110877	2022-10-23	TEC-PH-10002103	Technology	150.384
CA-2021-164707	2024-02-18	TEC-PH-10001924	Technology	167.976
CA-2021-164707	2024-02-18	TEC-AC-10004864	Technology	109.53
CA-2021-164707	2024-02-18	OFF-LA-10004345	Office Supplies	9.82
US-2018-123183	2021-11-19	OFF-LA-10002787	Office Supplies	22.5
US-2018-123183	2021-11-19	OFF-LA-10001569	Office Supplies	9.96
US-2018-123183	2021-11-19	OFF-BI-10002429	Office Supplies	213.08
US-2018-123183	2021-11-19	FUR-BO-10000362	Furniture	1025.88
CA-2018-104829	2021-11-18	OFF-PA-10003016	Office Supplies	21.98
US-2020-147340	2023-09-24	FUR-FU-10002501	Furniture	63.2
CA-2020-145492	2023-11-20	OFF-AP-10003622	Office Supplies	39
CA-2020-163202	2023-09-27	OFF-BI-10002764	Office Supplies	2.907
CA-2020-117681	2023-04-09	FUR-BO-10001798	Furniture	556.665
US-2020-143280	2023-02-22	TEC-PH-10002398	Technology	445.96
CA-2018-132542	2021-10-06	OFF-BI-10004099	Office Supplies	15.36
US-2020-143280	2023-02-22	TEC-AC-10003399	Technology	36.24
US-2020-143280	2023-02-22	OFF-FA-10000992	Office Supplies	10.65
CA-2020-153157	2023-09-11	TEC-PH-10003171	Technology	224.75
US-2020-151827	2023-03-31	TEC-AC-10003289	Technology	31.984
US-2020-163258	2023-12-29	OFF-BI-10000138	Office Supplies	11.232
CA-2020-153598	2023-12-03	TEC-AC-10003870	Technology	1649.95
CA-2020-153598	2023-12-03	FUR-FU-10001085	Furniture	111.9
US-2020-108497	2023-06-14	FUR-BO-10004218	Furniture	599.165
CA-2020-113096	2023-09-02	OFF-ST-10003455	Office Supplies	46.53
CA-2018-136861	2021-09-05	FUR-FU-10001967	Furniture	31.984
CA-2019-160171	2022-10-19	OFF-AP-10000275	Office Supplies	1640.7
CA-2019-160171	2022-10-19	TEC-AC-10000892	Technology	270
CA-2018-103317	2021-07-05	FUR-FU-10001591	Furniture	19.52
CA-2018-103317	2021-07-05	OFF-BI-10001787	Office Supplies	9.81
CA-2018-103317	2021-07-05	FUR-FU-10003192	Furniture	213.216
CA-2020-167115	2023-04-04	OFF-BI-10004600	Office Supplies	588.784
CA-2019-148712	2022-04-17	OFF-AR-10000614	Office Supplies	10.71
CA-2019-148712	2022-04-17	TEC-AC-10003198	Technology	99.6
CA-2019-148712	2022-04-17	OFF-BI-10001900	Office Supplies	62.296
CA-2020-128307	2023-07-25	OFF-EN-10003040	Office Supplies	20.936
US-2020-127425	2023-08-26	TEC-PH-10003442	Technology	33
US-2020-127425	2023-08-26	TEC-AC-10002800	Technology	249.95
US-2018-119081	2021-09-12	OFF-SU-10000157	Office Supplies	357.93
US-2018-119081	2021-09-12	TEC-AC-10001542	Technology	57.4
US-2018-119081	2021-09-12	OFF-BI-10004519	Office Supplies	331.96
US-2018-119081	2021-09-12	FUR-FU-10003464	Furniture	40.56
CA-2020-140613	2023-07-22	OFF-SU-10004261	Office Supplies	86.2
CA-2018-107573	2021-12-12	OFF-EN-10001099	Office Supplies	23.472
CA-2018-105249	2021-11-28	OFF-SU-10001225	Office Supplies	7.36
US-2018-107405	2021-03-21	OFF-ST-10002301	Office Supplies	16.272
CA-2018-146591	2021-01-19	OFF-BI-10003676	Office Supplies	32.34
CA-2018-146591	2021-01-19	OFF-PA-10000659	Office Supplies	56.064
CA-2018-146591	2021-01-19	OFF-EN-10002504	Office Supplies	108.72
CA-2018-146591	2021-01-19	FUR-BO-10001972	Furniture	181.47
CA-2018-107706	2021-02-14	OFF-PA-10000466	Office Supplies	16.176
CA-2020-122448	2023-06-09	FUR-CH-10002774	Furniture	122.352
CA-2018-132451	2021-09-26	FUR-CH-10000454	Furniture	585.552
CA-2018-132451	2021-09-26	OFF-PA-10004888	Office Supplies	19.44
CA-2020-158547	2023-05-30	OFF-AP-10003842	Office Supplies	123.92
CA-2018-101770	2021-03-31	OFF-BI-10001097	Office Supplies	1.869
CA-2020-121356	2023-11-20	OFF-BI-10002133	Office Supplies	128.4
CA-2021-148999	2024-01-30	FUR-CH-10002044	Furniture	419.136
CA-2019-156608	2022-10-24	OFF-BI-10004140	Office Supplies	3.592
CA-2021-164098	2024-01-26	OFF-ST-10000615	Office Supplies	18.16
CA-2018-105249	2021-11-28	OFF-LA-10002043	Office Supplies	41.4
CA-2018-105249	2021-11-28	FUR-BO-10000330	Furniture	411.332
CA-2019-113523	2022-09-04	OFF-BI-10001249	Office Supplies	7.656
CA-2020-152156	2023-11-08	FUR-BO-10001798	Furniture	261.96
CA-2020-152156	2023-11-08	FUR-CH-10000454	Furniture	731.94
CA-2020-138688	2023-06-12	OFF-LA-10000240	Office Supplies	14.62
US-2019-108966	2022-10-11	FUR-TA-10000577	Furniture	957.577
US-2019-108966	2022-10-11	OFF-ST-10000760	Office Supplies	22.368
CA-2018-115812	2021-06-09	FUR-FU-10001487	Furniture	48.86
CA-2018-115812	2021-06-09	OFF-AR-10002833	Office Supplies	7.28
CA-2018-143336	2021-08-27	OFF-AR-10003056	Office Supplies	8.56
CA-2020-137330	2023-12-09	OFF-AR-10000246	Office Supplies	19.46
CA-2018-115812	2021-06-09	TEC-PH-10002275	Technology	907.152
CA-2018-115812	2021-06-09	OFF-BI-10003910	Office Supplies	18.504
CA-2018-115812	2021-06-09	OFF-AP-10002892	Office Supplies	114.9
CA-2018-115812	2021-06-09	FUR-TA-10001539	Furniture	1706.18
CA-2018-115812	2021-06-09	TEC-PH-10002033	Technology	911.424
CA-2020-161389	2023-12-05	OFF-BI-10003656	Office Supplies	407.976
US-2019-118983	2022-11-22	OFF-AP-10002311	Office Supplies	68.81
US-2019-118983	2022-11-22	OFF-BI-10000756	Office Supplies	2.544
CA-2018-105893	2021-11-11	OFF-ST-10004186	Office Supplies	665.88
CA-2018-167164	2021-05-13	OFF-ST-10000107	Office Supplies	55.5
CA-2018-143336	2021-08-27	TEC-PH-10001949	Technology	213.48
CA-2018-143336	2021-08-27	OFF-BI-10002215	Office Supplies	22.72
CA-2020-137330	2023-12-09	OFF-AP-10001492	Office Supplies	60.34
CA-2019-106320	2022-09-25	FUR-TA-10000577	Furniture	1044.63
CA-2020-121755	2023-01-16	OFF-BI-10001634	Office Supplies	11.648
CA-2020-121755	2023-01-16	TEC-AC-10003027	Technology	90.57
US-2019-150630	2022-09-17	FUR-BO-10004834	Furniture	3083.43
US-2019-150630	2022-09-17	OFF-BI-10000474	Office Supplies	9.618
US-2019-150630	2022-09-17	FUR-FU-10004848	Furniture	124.2
US-2019-150630	2022-09-17	OFF-EN-10001509	Office Supplies	3.264
US-2019-150630	2022-09-17	OFF-AR-10004042	Office Supplies	86.304
US-2019-150630	2022-09-17	OFF-BI-10001525	Office Supplies	6.858
US-2019-150630	2022-09-17	OFF-AR-10001683	Office Supplies	15.76
CA-2020-117590	2023-12-08	TEC-PH-10004977	Technology	1097.54
CA-2020-117590	2023-12-08	FUR-FU-10003664	Furniture	190.92
CA-2019-117415	2022-12-27	OFF-EN-10002986	Office Supplies	113.328
CA-2019-117415	2022-12-27	FUR-BO-10002545	Furniture	532.399
CA-2019-117415	2022-12-27	FUR-CH-10004218	Furniture	212.058
CA-2019-115742	2022-04-18	OFF-LA-10002762	Office Supplies	75.18
CA-2020-111682	2023-06-17	OFF-PA-10001569	Office Supplies	32.4
CA-2019-117415	2022-12-27	TEC-PH-10000486	Technology	371.168
CA-2020-101343	2023-07-17	OFF-ST-10003479	Office Supplies	77.88
CA-2020-118255	2023-03-11	TEC-AC-10000171	Technology	45.98
CA-2020-118255	2023-03-11	OFF-BI-10003291	Office Supplies	17.46
CA-2018-146703	2021-10-20	OFF-ST-10001713	Office Supplies	211.96
CA-2020-169194	2023-06-20	TEC-AC-10002167	Technology	45
CA-2020-169194	2023-06-20	TEC-PH-10003988	Technology	21.8
CA-2019-115742	2022-04-18	OFF-BI-10004410	Office Supplies	38.22
CA-2019-115742	2022-04-18	FUR-FU-10001706	Furniture	6.16
CA-2019-115742	2022-04-18	FUR-CH-10003061	Furniture	89.99
CA-2020-105816	2023-12-11	OFF-FA-10000304	Office Supplies	15.26
CA-2020-105816	2023-12-11	TEC-PH-10002447	Technology	1029.95
CA-2020-111682	2023-06-17	OFF-ST-10000604	Office Supplies	208.56
CA-2020-111682	2023-06-17	OFF-PA-10000587	Office Supplies	14.56
CA-2020-111682	2023-06-17	TEC-AC-10002167	Technology	30
CA-2019-135545	2022-11-24	TEC-AC-10004633	Technology	13.98
CA-2019-135545	2022-11-24	OFF-BI-10001078	Office Supplies	25.824
CA-2019-135545	2022-11-24	FUR-FU-10000397	Furniture	79.76
US-2019-164175	2022-04-30	FUR-CH-10001146	Furniture	213.115
CA-2018-106376	2021-12-05	OFF-AR-10002671	Office Supplies	1113.02
CA-2018-106376	2021-12-05	TEC-PH-10002726	Technology	167.968
CA-2020-119823	2023-06-04	OFF-PA-10000482	Office Supplies	75.88
CA-2020-106075	2023-09-18	OFF-BI-10004654	Office Supplies	4.616
US-2019-134026	2022-04-26	FUR-CH-10000513	Furniture	831.936
US-2019-134026	2022-04-26	FUR-FU-10003708	Furniture	97.04
US-2019-134026	2022-04-26	OFF-ST-10004123	Office Supplies	72.784
US-2018-147606	2021-11-26	FUR-FU-10003194	Furniture	19.3
CA-2020-127208	2023-06-12	OFF-AP-10002118	Office Supplies	208.16
CA-2020-127208	2023-06-12	OFF-BI-10002309	Office Supplies	16.74
CA-2018-139451	2021-10-12	OFF-AR-10002053	Office Supplies	14.9
CA-2018-139451	2021-10-12	OFF-ST-10002370	Office Supplies	21.39
CA-2019-149734	2022-09-03	OFF-EN-10000927	Office Supplies	200.984
CA-2020-159695	2023-04-05	OFF-ST-10003442	Office Supplies	158.368
CA-2020-109806	2023-09-17	OFF-AR-10004930	Office Supplies	20.1
CA-2020-109806	2023-09-17	TEC-PH-10004093	Technology	73.584
CA-2020-109806	2023-09-17	OFF-PA-10000304	Office Supplies	6.48
CA-2019-149587	2022-01-31	OFF-PA-10003177	Office Supplies	12.96
CA-2018-115259	2021-08-25	OFF-PA-10004965	Office Supplies	23.976
CA-2019-110457	2022-03-02	FUR-TA-10001768	Furniture	787.53
CA-2019-149587	2022-01-31	FUR-FU-10003799	Furniture	53.34
CA-2019-149587	2022-01-31	OFF-BI-10002852	Office Supplies	32.96
CA-2020-149223	2023-09-06	OFF-AP-10000358	Office Supplies	77.88
CA-2020-158568	2023-08-29	OFF-PA-10003256	Office Supplies	64.624
CA-2020-158568	2023-08-29	TEC-AC-10001767	Technology	95.976
CA-2020-158568	2023-08-29	OFF-BI-10002609	Office Supplies	1.788
CA-2020-129903	2023-12-01	OFF-PA-10004040	Office Supplies	23.92
US-2019-156867	2022-11-13	TEC-AC-10001552	Technology	238.896
US-2019-156867	2022-11-13	FUR-FU-10004006	Furniture	102.36
US-2019-156867	2022-11-13	OFF-BI-10002794	Office Supplies	36.882
CA-2019-129476	2022-10-15	TEC-AC-10000844	Technology	339.96
CA-2020-128867	2023-11-03	OFF-AR-10000380	Office Supplies	75.96
CA-2020-128867	2023-11-03	OFF-BI-10003981	Office Supplies	27.24
CA-2018-115259	2021-08-25	OFF-FA-10000621	Office Supplies	40.096
CA-2018-115259	2021-08-25	OFF-EN-10002600	Office Supplies	4.72
CA-2018-115259	2021-08-25	OFF-EN-10002504	Office Supplies	130.464
US-2019-136476	2022-04-05	OFF-BI-10003650	Office Supplies	157.794
